filename,species,treatment,tissue,plant,source_path
TASTIE_CTL_Control_TOM_14_DSC_6036_cropped_aligned__016.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Control_TOM_14_DSC_6036_cropped_aligned_300dpi_04.jpeg
TASTIE_CTL_Control_TOM_14_DSC_6046_cropped_aligned__017.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Control_TOM_14_DSC_6046_cropped_aligned_300dpi_05.jpeg
TASTIE_CTL_Control_TOM_14_DSC_6056_cropped_aligned__018.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Control_TOM_14_DSC_6056_cropped_aligned_300dpi_06.jpeg
TASTIE_CTL_Control_TOM_14_DSC_6059_cropped_aligned__019.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Control_TOM_14_DSC_6059_cropped_aligned_300dpi_07.jpeg
TASTIE_CTL_Control_TOM_14_DSC_6069_cropped_aligned__020.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Control_TOM_14_DSC_6069_cropped_aligned_300dpi_08.jpeg
TASTIE_CTL_Control_TOM_14_DSC_6078_cropped_aligned__021.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Control_TOM_14_DSC_6078_cropped_aligned_300dpi_09.jpeg
TASTIE_CTL_Control_TOM_14_DSC_6093_cropped_aligned__022.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Control_TOM_14_DSC_6093_cropped_aligned_300dpi_10.jpeg
TASTIE_CTL_Control_TOM_14_DSC_6102_cropped_aligned__023.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Control_TOM_14_DSC_6102_cropped_aligned_300dpi_11.jpeg
TASTIE_CTL_Control_TOM_14_DSC_6111_cropped_aligned__024.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Control_TOM_14_DSC_6111_cropped_aligned_300dpi_12.jpeg
TASTIE_CTL_Tricho_TOM_14_DSC_6003_cropped_aligned_3_025.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Tricho_TOM_14_DSC_6003_cropped_aligned_300dpi_13.jpeg
TASTIE_CTL_Tricho_TOM_14_DSC_6013_cropped_aligned_3_026.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Tricho_TOM_14_DSC_6013_cropped_aligned_300dpi_14.jpeg
TASTIE_CTL_Tricho_TOM_14_DSC_6022_cropped_aligned_3_027.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Tricho_TOM_14_DSC_6022_cropped_aligned_300dpi_15.jpeg
TASTIE_CTL_Tricho_TOM_14_DSC_6030_cropped_aligned_3_028.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Tricho_TOM_14_DSC_6030_cropped_aligned_300dpi_16.jpeg
TASTIE_CTL_Tricho_TOM_14_DSC_6039_cropped_aligned_3_029.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Tricho_TOM_14_DSC_6039_cropped_aligned_300dpi_17.jpeg
TASTIE_CTL_Tricho_TOM_14_DSC_6049_cropped_aligned_3_030.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Tricho_TOM_14_DSC_6049_cropped_aligned_300dpi_18.jpeg
TASTIE_CTL_Tricho_TOM_14_DSC_6062_cropped_aligned_3_031.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Tricho_TOM_14_DSC_6062_cropped_aligned_300dpi_19.jpeg
TASTIE_CTL_Tricho_TOM_14_DSC_6072_cropped_aligned_3_032.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Tricho_TOM_14_DSC_6072_cropped_aligned_300dpi_20.jpeg
TASTIE_CTL_Tricho_TOM_14_DSC_6081_cropped_aligned_3_033.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Tricho_TOM_14_DSC_6081_cropped_aligned_300dpi_21.jpeg
TASTIE_CTL_Tricho_TOM_14_DSC_6087_cropped_aligned_3_034.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Tricho_TOM_14_DSC_6087_cropped_aligned_300dpi_22.jpeg
TASTIE_CTL_Tricho_TOM_14_DSC_6096_cropped_aligned_3_035.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Tricho_TOM_14_DSC_6096_cropped_aligned_300dpi_23.jpeg
TASTIE_CTL_Tricho_TOM_14_DSC_6105_cropped_aligned_3_036.jpg,Solanum lycopersicum (tomato),Control (no fungi),root,TOM 14,Tastie_SVT_images_and_RSML/Plant_Lids_off_Images_shrunk_worksflow/Tricho_TOM_14_DSC_6105_cropped_aligned_300dpi_24.jpeg
TASTIE_TRI_IMG_5115_037.jpg,Solanum lycopersicum (tomato),± Trichoderma (whole plant),plant,,Tomato_+-_tricho_in_ROS_for_TASTIE_proposal_space_original/IMG_5115.JPG
TASTIE_TRI_IMG_5116_038.jpg,Solanum lycopersicum (tomato),± Trichoderma (whole plant),plant,,Tomato_+-_tricho_in_ROS_for_TASTIE_proposal_space_original/IMG_5116.JPG
TASTIE_TRI_IMG_5117_039.jpg,Solanum lycopersicum (tomato),± Trichoderma (whole plant),plant,,Tomato_+-_tricho_in_ROS_for_TASTIE_proposal_space_original/IMG_5117.JPG
TASTIE_TRI_IMG_5118_040.jpg,Solanum lycopersicum (tomato),± Trichoderma (whole plant),plant,,Tomato_+-_tricho_in_ROS_for_TASTIE_proposal_space_original/IMG_5118.JPG
TASTIE_TRI_IMG_5119_041.jpg,Solanum lycopersicum (tomato),± Trichoderma (whole plant),plant,,Tomato_+-_tricho_in_ROS_for_TASTIE_proposal_space_original/IMG_5119.JPG
TASTIE_TRI_IMG_5120_042.jpg,Solanum lycopersicum (tomato),± Trichoderma (whole plant),plant,,Tomato_+-_tricho_in_ROS_for_TASTIE_proposal_space_original/IMG_5120.JPG
TASTIE_TRI_IMG_5129_043.jpg,Solanum lycopersicum (tomato),± Trichoderma (whole plant),plant,,Tomato_+-_tricho_in_ROS_for_TASTIE_proposal_space_original/IMG_5129.JPG
TASTIE_TRI_IMG_5130_044.jpg,Solanum lycopersicum (tomato),± Trichoderma (whole plant),plant,,Tomato_+-_tricho_in_ROS_for_TASTIE_proposal_space_original/IMG_5130.JPG
TASTIE_TRI_IMG_5131_045.jpg,Solanum lycopersicum (tomato),± Trichoderma (whole plant),plant,,Tomato_+-_tricho_in_ROS_for_TASTIE_proposal_space_original/IMG_5131.JPG
TASTIE_TRI_IMG_5132_046.jpg,Solanum lycopersicum (tomato),± Trichoderma (whole plant),plant,,Tomato_+-_tricho_in_ROS_for_TASTIE_proposal_space_original/IMG_5132.JPG
TASTIE_TRI_IMG_5133_047.jpg,Solanum lycopersicum (tomato),± Trichoderma (whole plant),plant,,Tomato_+-_tricho_in_ROS_for_TASTIE_proposal_space_original/IMG_5133.JPG
TASTIE_TRI_IMG_5134_048.jpg,Solanum lycopersicum (tomato),± Trichoderma (whole plant),plant,,Tomato_+-_tricho_in_ROS_for_TASTIE_proposal_space_original/IMG_5134.JPG
